,商品全名,用户评论时间,用户评论内容
45,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2017-08-16 17:15:27,京东自营就是黑，商，购买前说支持七天无理由退货，当买回来拆开使用时发现是Windows10的系统，后来让朋友看了是双系统，电脑有两个系统，只能说是别人用过的在转手卖到我手上，客服却说拆封不能退，我买的是256G的内存，在安卓系统已经占了200内存，如果我要安卓的系统1万多何必买苹果呢？只能说一万多在京东买了二手货
46,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-17 16:21:36,快递小哥从大兴跑丰台单独送了过来
47,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 19:30:08,电脑从异地调货的，一共买了两台，价格实在，电脑确认过来评价的，很好用，外观很高级，灰色很好看，京东很给力，货真价实，满意
48,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 19:29:45,电脑从异地调货的，价格实在，电脑确认过来评价的，很好用，外观很高级，灰色很好看，京东很给力，货真价实，满意
49,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2017-12-13 23:31:03,嗯嗯，值得买！！！深度办公谈不上，软件设计编程也谈不上，发挥便携和颜值担当作用就好啦！跟手里老老年的本子比起来，厚度减了一倍左右，面积少一圈，重量轻不少，可惜没了信仰灯，更郁闷是啥啥端口都改type-c，想连接得买转接头
50,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 07:50:38,"618秒杀来的，颜色真好看，价格也很合理，第一次手残党秒来的，感觉很有成就感！
键盘什么很方便，非常喜欢！"
51,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 15:25:26,笔记本很棒，速度顺畅，期待更好发现，很理想的又一次京东购物，非常喜欢&hellip;
52,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 11:03:09,京尊达的小哥穿的好正式，这么热的天儿，辛苦啦！看了很久终于下手了，第一次用苹果笔记本，好期待！包装超好。
53,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-16 09:06:00,刚到手，感觉还不错，目前没有问题???
54,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 09:05:01,刚买了一天，用起来还是不喜欢慢慢适应，我刚买完，第二天就就降价810元，然后申请了价格保护，然后退了810元，京东服务还是相当不错的。
55,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 21:34:46,macbookpro还是不错的
56,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 07:33:29,酷炫，颜值满分，特别喜欢。
57,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 17:57:10,第一次用苹果电脑，工艺不错，系统比Windows有优势。
58,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 21:57:35,很好，颜色很漂亮，速度也很快，第一次用苹果，感觉不错，就是软件少了
59,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 17:55:31,机型性能杠杠的，送给我兄弟，我兄弟很喜欢！
60,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 10:23:02,京东速度钢钢滴，晚上下单，第二天上班已到办公室门口。
61,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 17:08:27,还可以，用就好在来。评论吧。
62,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 22:24:27,用了一个多月了，简单说下感受和使用情况，网上说的情况有，唤醒的时候花屏出现过两次，都是休眠时间过长才会出现的，使用atom卡死过一会，但是不死机。试用非常顺手，系统确实好用，不爱出小毛病，这个是windows系统不能比的，给人的感觉非常好，虽然配置不好，这应该就是系统的优势吧！已经习惯没有鼠标了。还有一个最大的缺点，就是贵，但值得！
63,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-03-13 22:55:09,没有什么别的乱七八糟的问题，质量还是挺好的，而且客服会确认你是否正常收货，因为这个属于贵重物品。比较适合办公用，不太适合打游戏，还是有一些发热的，笔记本非常的轻薄，背起来一点儿不成，而且续航也挺好的，如果成办公写代码用的话，基本上可以撑一天，不用充电，充电器也非常的轻，相比windows本，不过这一款的苹果logo就不再亮了，没有led灯
64,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 09:21:47,送给朋友的礼物！高大上！
65,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 22:45:26,很好，第一次买苹果电脑，给孩子上大学的礼物。孩子说不错，具体功能使用慢慢体会。
66,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 09:33:51,并没有制服白手套小哥送快递，包装也没有那么多层，不过也无妨。感觉还挺好的，屏幕无敌，触控板很舒服，不送鼠标真的有些可惜，毕竟鼠标还是挺贵的。还是个学生，不玩游戏，只是用来做兼 职工作和娱乐，不得不说画质比air好很多，不过发烫比较严重，不知道大家有没有这种情况。如果预算可以，推荐买pro
67,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-03 12:35:42,最后还是买了，老的该退休了。
68,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2017-11-06 15:34:52,非常不错，性价比很好，9288到手
69,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 07:21:44,物流很快，正品品质，我为京东点赞！
70,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 12:52:45,京东的确不错，很好，值得信任
71,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 07:43:54,"第一次看见小轿车单独派送的，很惊讶！
说到电脑，非常非常好用了，颜值爆炸高，贵有贵的道理，有什么不懂的可以打电话给apple care，超级方便。"
72,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 16:11:47,用了这么久来回答，首先，东西是正品，还是专员送货，可当场验货。其次，千万不要随便升级系统，不然，不知道会出现什么毛病，我的就是因为在App Store升级了10.13.6，导致开机待机一会就严重会发热，合上盖子后，再次从包里拿出来，都烫手。没事千万不要升级系统。
73,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-15 20:01:38,非常好用。个人电脑还是要看apple，系统稳定，用起来速度飞快，省心。除了价格，其他一切都完美。
74,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 16:35:52,特别好用 非常灵敏 京尊达服务到位 送到公司来了 第一次用京尊达 带着手套拆包裹贼专业
75,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 20:17:58,音效确实好，耳朵听怀孕了。毫无挑剔，所有东西都挺好。各种功能有待于慢慢探索。
76,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 10:45:58,只能说没用过苹果电脑，打开电脑，漂亮，非常适合外貌协会的朋友，呵呵，非常值得购买，苹果系统比较稳定，流畅，不喜欢反应迟钝的手机或电脑，英明的决定&hellip;&hellip;朋友说的也就心一狠，就剁了手&hellip;&hellip;
77,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 15:36:02,很好用虽然以前用惯了Windows系统，但现在喜欢上了OS系统
78,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 22:29:59,拿到了之后真的很惊讶，感觉没有辜负。很好用哦 ，感觉很方便。
79,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2017-10-25 10:48:21,除了电池有点不够用、其它都不错！
80,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2017-08-24 09:26:19,用来开发很好
81,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-03 19:01:55,购买过程很曲折，六月二十七号拿到货但是电脑发烫很严重，活动监视器打不开，反馈之后换了新机，保修时间有异常，最后又改过来了，活动监视器还是打不开，还有有大神指导，现在可以正常使用。总之购买的整个过程让人很心塞，应该是正品新机，具体好不好用，用一段时间再来追评~
82,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 22:27:25,很赞！非常喜欢！物流也很快！苹果电脑的品质确实好呀！
83,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 18:27:19,之前计划买小米游戏本顶配8999，对比了MacBook Pro 最低配京东卖9288，小米刚开始做笔记本，苹果做了很多年了，而且苹果的外观真的是特别耐看，最后还是选了苹果。
84,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 23:57:00,还在测试 自动收货了哈? 。京东自营值得信赖 。没有大问题、不过桌面上的文件在第一关机重开的时候消失了了 之后没出过问题。不错 颜值很高！
85,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 00:10:49,小巧精致，携带方便。外出的时候比带15寸的省劲，也能装设计软件。也能炒币。速度也可以。 视频与照片就不拍了，毕竟商品信息里拍的更专业。
86,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 18:36:01,物流很快，包装好，非常满意！
87,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-20 16:16:54,此用户未填写评价内容
88,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-03-08 18:04:15,前几天还在纠结是买13还是买15寸，现在发现13分是完全合适的，15分太大，不方便携带15分应用于哪些特别专业的场合
89,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 23:50:46,东西不错，系统不习惯，适应要很长一段时间了。系统很多坑啊，到处都要钱，怪不得苹果这么赚钱。要花钱的全不要
90,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 21:01:56,体验过了，不喜欢这个键盘，似有似无的，手感不好。别的都挺好，屏幕满分，系统满分，偶尔崩溃，发热厉害。
91,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 09:17:23,收到以后用了一个月才来评价的，手感、质感都很好，平时作图用，反应速度很快，正好降价的时候买的，感觉自己赚了
92,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 17:01:42,买的时候没有银色的，就买了深空色。结果没过两天搞活动，只有银色的降了一千多，好后悔，买的时候谨慎些就好了。
93,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 10:29:34,公司买的，不知道好不好，公司非让用，公司买的，不知道好不好，公司非让用，公司买的，不知道好不好，公司非让用！
94,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 00:48:08,一直信任京东，东西有保障，特别是物流和售后值得表扬。系统我点用不惯慢慢摸索吧，好评
95,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 19:16:22,你知道多少钱吗？所以质量就不用说了，我说优惠了500你们信吗，嘿嘿，京东真是快
96,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 05:07:07,质量很好，颜色很喜欢，包装完整，很喜欢，主要是不用自己花钱买，一直关住很久了
97,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 07:46:03,纠结了好久有没有新款，刚买了一个月就出了，再考虑换新款，有没~，还没用过
98,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 22:50:15,刚收到货，等待使用后在继续评论，外包装有些破损不过里面包装完好，值得欣慰。
99,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 09:36:29,非常好，用了一个星期了，没问题，AppleCare也是按激活当天算的
100,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 21:20:18,"高颜值，手感很好，运行快，男生女生都适合！
京东快递就是赞??"
101,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 09:01:45,没什么好说的，买的都知道，除了官网自营是最佳选择，还在路上就又降价了，联系客服保价成功
102,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 21:39:19,其实还是很不错的，第一台Mac，现在还不大会用，京东一直是我的首选
103,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 21:52:08,很不错 也是下了很大的决心才买的 第一次从网上买这么贵的东西 希望不要辜负了我的期望
104,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 07:32:25,很好很喜欢
105,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 16:50:54,不错，很好。用起来高大上。用于开发，性价比很高，值得推荐！
106,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 16:02:48,还可以，反应挺灵敏的，还在逐渐摸索中。希望可以多坚持几年。
107,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 23:40:01,到目前为止没有发现问题 送货速度快 自提态度好 京东618
108,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 08:51:22,产品非常好，我非常喜欢，下次还会再买。京东购物就是放心。
109,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 14:11:57,用了一个月来评价的正品，比之前电脑快多了，连接centos更加便捷点赞棒棒的
110,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-22 14:59:44,很棒，很赞很不错，物流很快，客服态度很棒，很满意的一次购物，京东值得信赖。
111,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 23:02:57,很喜欢，特别惊艳，还在摸索功能，希望能越用越满意。
112,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 00:16:13,不戳，可以，价格也合适，6嗯好能再便宜点更好?
113,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 12:36:48,快递没有想象中的那么快，包装也比较让人不舒服，但还是不错的没有损坏
114,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 09:54:00,送货很及时，还没来得及拆开使用，应该不错吧?
115,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-19 16:07:55,品牌日下单没有纠结什么18款也不不上喜欢就好
116,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-18 22:17:01,帮老公买的，反馈说开机顺畅，超薄 颜值高、就是办公软件用着不顺手
117,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 10:35:08,"还行
不过买了马上新版发售
心里有一种忧伤"
118,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 09:55:09,本子大小合适，性能很好，喜欢这个颜色的本子
119,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-21 13:42:17,收到了，送货的很帅也很专业，媳妇超级喜欢
